sentence,clean_text,sentimen,label_sentimen
"ya seperti hokben pada biasanya, menyediakan makanan khas jepang dengan harga selangit dan porsi sedikit namun tetap lezat dan kualitas yg sangat baik. ada biaya parkir dan di sini melayani drive-through","ya hokben biasanya, menyediakan makanan khas jepang harga selangit porsi lezat kualitas yg baik. biaya parkir melayani drive-through",0.0,0
Makan hokben dsni enak ya gak usah masuk mall Langsung cuss Sy pesan dry ramen lamaaaa banget 30menitan Mohon d perbaiki,makan hokben dsni enak ya gak masuk mall langsung cuss sy pesan dry ramen lamaaaa banget 30menitan mohon d perbaiki,0.0,0
"Akses ke lokasi mudah. Parkir luas dan ada tukang parkir untuk membantu. Waktu mengambil pesanan ditinggal gitu aja, ternyata bisa langsung diambil tanpa tunjukin nota pembelian, jarang ada resto kaya gini mungkin salah satu pegawainya aja yang begitu ya. Overall tempat nyaman, rasa standart sesuai dengan cabang lain.","akses lokasi mudah. parkir luas tukang parkir membantu. mengambil pesanan ditinggal gitu aja, langsung diambil tunjukin nota pembelian, jarang resto kaya gini salah pegawainya aja ya. overall nyaman, standart sesuai cabang lain.",0.0,0
"Sangat lama ! Cukup 1x saja kesini ! Pesanan saya sederhana, yang tertera semua di depan. Pesanan saya juga tidak banyak. Silahkan dicek difoto yang saya upload. Tapi.... Sangat lama untuk pesanan …","! 1x kesini ! pesanan sederhana, tertera depan. pesanan banyak. silahkan dicek difoto upload. tapi.... pesanan …",0.0,0
Resto paling lama pelayanan gak bagus buat apk online jangan pesen online pelayanan paling lama,resto pelayanan gak bagus apk online pesen online pelayanan,0.0,0
"selama bulan Ramadhan, @hokben_id polisi istimewa buka 24 jam!! mau buka puasa, mau sahur, mau makan siang (soale libur puasa) bisa banget ke hokben dan beli bento Ramadhan …","ramadhan, @hokben_id polisi istimewa buka 24 jam!! buka puasa, sahur, makan siang (soale libur puasa) banget hokben beli bento ramadhan …",0.0,0
Salad & mayonnaise resto ini akan selalu jadi yang unik dari brand resto Hokben. …,salad & mayonnaise resto unik brand resto hokben. …,0.0,0
"tempat favorit masakan japan cepat saji, keren banget dah, cocok untuk makan bareng bersama keluarga, ngumpul bareng sama temen temen, parkir aman dan luas, harga sangat murah, sajian pun hemmm yummy dah. Ada drive tru nya loh guest. Ada smoking area juga, eitt, menu buat anak anak gak ketinggalan dapet mainan juga.","favorit masakan japan cepat saji, keren banget dah, cocok makan bareng keluarga, ngumpul bareng temen temen, parkir aman luas, harga murah, sajian hemmm yummy dah. drive tru nya loh guest. smoking area juga, eitt, menu anak anak gak ketinggalan dapet mainan juga.",0.5267,1
"H+3 lebaran ngajak makan bareng keluarga disini, dengan baris antrian lama banget, hampir sejam, Setelah dapat giliran order di counternya, eh ternyata masih harus antri lagi …","h+3 lebaran ngajak makan bareng keluarga disini, baris antrian banget, sejam, giliran order counternya, eh antri …",0.0,0
"Tempatnya sangat nyaman. ada pilihan untuk indoor atau outdoor. fasilitas tempat parkir juga luas. cocok untuk makan bersama teman, pasangan, keluarga. Menu yang ditawarkan juga sangat enak. tersedia berbagai paket menu yang bisa kita pilih sesuai dengan selera.","tempatnya nyaman. pilihan indoor outdoor. fasilitas parkir luas. cocok makan teman, pasangan, keluarga. menu ditawarkan enak. tersedia paket menu pilih sesuai selera.",0.0,0
"Kalau ga kerja sama sama grab tolong itu promo di grab dihapus aja, koordinasi sama grab kalo di hokben gaada promo grab, jangan mau diem aja, masak di grab ngasih promo tapi di restonya dibilang enggak ada promo","ga kerja grab tolong promo grab dihapus aja, koordinasi grab kalo hokben gaada promo grab, diem aja, masak grab ngasih promo restonya dibilang promo",0.0,0
"Lokasinya di pinggir jalan. Halaman parkir luas. Ada area bermain anak, ada mushola, dan tempatnya nyaman. Ada tempat buat meeting room","lokasinya pinggir jalan. halaman parkir luas. area bermain anak, mushola, tempatnya nyaman. meeting room",0.0,0
"Sudah beberapa kali kesini Kali ini saya pesan fried chicken yang ternyata enak juga rasanya , biasanya pesan bento atau rice bowl …","kali kesini kali pesan fried chicken enak , pesan bento rice bowl …",0.0,0
"Hokben restoran jepang yang sudah populer. Menyajikan makanan dengan kualitas yang terjaga. Rasanya enak, saladnya enak. Restoran cepat saji yg lezat dengan lokasi yg strategis dan luas. …","hokben restoran jepang populer. menyajikan makanan kualitas terjaga. enak, saladnya enak. restoran cepat saji yg lezat lokasi yg strategis luas. …",0.0,0
"Tempat luas..ada space buat acara ultah sendiri, sayang uda gaada prosotan buat anak2, pelayanan juga cepat..menu semakin beragam","luas..ada space acara ultah sendiri, sayang uda gaada prosotan anak2, pelayanan cepat..menu beragam",0.0,0
"Baru kali ini beli hokben sangat kecewa salad mayo nya sangat waterry, sampai di gelas nya ada genangan air, jadi harus di pisahkan dlu saya tuang di nampan, untuk daging nya standart hokben, gornegan nya enak as always hokben, free refill …","kali beli hokben kecewa salad mayo nya waterry, gelas nya genangan air, pisahkan dlu tuang nampan, daging nya standart hokben, gornegan nya enak as always hokben, free refill …",0.5106,1
"Salah satu store HokBen yang sering saya datengin karna store'nya tidak gabung didalam Mall jadi buka'nya sampai jam 23.59 dan area parkir yang sangat luass. Eits, ada drive thru'nya juga loh! Tempat sangat luas, kebersihan terjaga, nyaman pokoknya. Namun untuk yang di outdoor banyak nyamuknya hehe","salah store hokben datengin karna store'nya gabung didalam mall buka'nya jam 23.59 area parkir luass. eits, drive thru'nya loh! luas, kebersihan terjaga, nyaman pokoknya. outdoor nyamuknya hehe",0.0,0
"Tempat makan yang nyaman, dengan harga menu yang terjangkau. Pilihan menu juga variatif dan sering ada program program promosi. Apalagi ada tambahan cash back 50% kalau pakai ovo, jadi harganya semakin terjangkau. Ada kursi tinggi untuk …","makan nyaman, harga menu terjangkau. pilihan menu variatif program program promosi. tambahan cash back 50% pakai ovo, harganya terjangkau. kursi …",0.0,0
"Tempatnya luas, kids friendly dengan arena bermain yang bersih dan lumayan lapang. Pelayannya ramah-ramah dan tanggap. …","tempatnya luas, kids friendly arena bermain bersih lumayan lapang. pelayannya ramah-ramah tanggap. …",0.4939,1
"Selalu senang kalau makan di sini. Tempatnya bersih, nyaman. Parkirannya luas. Waktu pesan makanan juga tidak perlu nunggu lama. 👍 …","senang makan sini. tempatnya bersih, nyaman. parkirannya luas. pesan makanan nunggu lama. 👍 …",0.0,0
Siapa tidak kenal Hokben? Rasanya semua orang se-Indonesia pasti sudah tidak asing dengan restoran yang menyediakan berbagai menu masakan khas Jepang ini. …,kenal hokben? orang se-indonesia asing restoran menyediakan menu masakan khas jepang ini. …,0.0,0
"Nunggu nya lama hampir 1 jam sendiri ,padahal outlet gak seberapa rame dan Kasir Tidak Menunjukkan Promo Yang ada","nunggu nya 1 jam ,padahal outlet gak rame kasir promo",0.0,0
Tempat ini menawarkan makanan khas jepang cepat saji. Tersedia pula tempat main untuk anak². Parkir juga tersedia luas. Area ininjuga mudah untuk dijangkau dr pusat kota.,menawarkan makanan khas jepang cepat saji. tersedia main anak². parkir tersedia luas. area ininjuga mudah dijangkau dr pusat kota.,0.0,0
"Tempat cukup bagus dan luas, waktu saya datang rame banget sih😅 makanannya sukaaa, as always😊 …","bagus luas, rame banget sih😅 makanannya sukaaa, as always😊 …",0.0,0
"Tempatnya bersih, porsi lumayan.. cocok buat nongkrong bareng temen/keluarga","tempatnya bersih, porsi lumayan.. cocok nongkrong bareng temen/keluarga",0.0,0
Tepatnya nyaman!! Cocok untuk keluarga. Ada area bermain anak. Parkir luas. Menu komplit. Pelayanannya Ramah. Refill ochanya juga selalu tersedia. Outdoor dan indoor. Selalu nyaman kalo kesini.. Rekomendasi kalo untuk makan bareng keluarga.,tepatnya nyaman!! cocok keluarga. area bermain anak. parkir luas. menu komplit. pelayanannya ramah. refill ochanya tersedia. outdoor indoor. nyaman kalo kesini.. rekomendasi kalo makan bareng keluarga.,0.0,0
"Pelayanannya cepat dan ramah, menunya lengkap dengan promo-promo yang menyenangkan, maaf fotonya pas hidangan sudah habis..","pelayanannya cepat ramah, menunya lengkap promo-promo menyenangkan, maaf fotonya pas hidangan habis..",0.0,0
Tempatnya luas & interiornya bagus bikin betah. Pegawainya juga ramah². …,tempatnya luas & interiornya bagus bikin betah. pegawainya ramah². …,0.0,0
"selain makanannya yang enak, tempat ini menawarkan suasana tengah kota yang bagus tapi tetap jauh dari nuansa bising karena halamannya yang luas. ada opsi tempat indoor (smoking dan non-smoking), outdoor dan dilengkapi dengan tempat bertema …","makanannya enak, menawarkan suasana kota bagus nuansa bising halamannya luas. opsi indoor (smoking non-smoking), outdoor dilengkapi bertema …",0.0,0
"Tempat nyaman dan strategis. Ada musholla, Playground, ruang AC, ruangan untuk merokok. Parkir roda 4 dan 2 nyaman. Ada toilet, wastafel.","nyaman strategis. musholla, playground, ruang ac, ruangan merokok. parkir roda 4 2 nyaman. toilet, wastafel.",0.0,0
Makanannya sih enak dengan harga relatif terjangkau. Layanannya bagus dan ramah sekali. Suasananya ramai dikunjungi pembeli dan parkirnya cukup memadai. Guud lahh,makanannya sih enak harga relatif terjangkau. layanannya bagus ramah sekali. suasananya ramai dikunjungi pembeli parkirnya memadai. guud lahh,0.0,0
"nunggu 1 jm lebihh kata e yg ready hoka hemat tapi nunggu sak jam , nunguin pesanan sebelumnyaa yg makanannya ready 25 mnt haha kocak.","nunggu 1 jm lebihh e yg ready hoka hemat nunggu sak jam , nunguin pesanan sebelumnyaa yg makanannya ready 25 mnt haha kocak.",0.7906,1
"Tempat bersih,mkanan enak,pelayanan dari segi suara ramah..sayang wajah pegawai kurang senyum dan cenderung cemberut.","bersih,mkanan enak,pelayanan segi suara ramah..sayang wajah pegawai senyum cenderung cemberut.",0.0,0
"Rasa makanan standar, penyajiannya bagus, harga standar, suasana resto sangat nyaman dan bagus …","makanan standar, penyajiannya bagus, harga standar, suasana resto nyaman bagus …",0.0,0
Makanan masi std hokben Salad tidak watery Karna mayo di pisah …,makanan masi std hokben salad watery karna mayo pisah …,0.0,0
Enak2 makanannya. Porsi mayan. Harga best lah...,enak2 makanannya. porsi mayan. harga best lah...,0.6369,1
lama pembuatanya masak sampe lebih 30 menit,pembuatanya masak sampe 30 menit,0.0,0
"Tempat makan ala jepang.. ruangan cozy, bisa untuk sendiri, berdua atau dengan keluarga.. cukup ramai setiap harinya, apalagi ketika ada yng lagi ber ulang tahun,meskipun sudah ada ruang khusus, akan tetap penuh dg orangtua yg mengantar dan ada tempat bermain untuk anak. smoking area khusus di depan.. tersedia mushola","makan ala jepang.. ruangan cozy, sendiri, berdua keluarga.. ramai harinya, yng ber ulang tahun,meskipun ruang khusus, penuh dg orangtua yg mengantar bermain anak. smoking area khusus depan.. tersedia mushola",0.0,0
"Masakan dan irisan daging disini beda dgn hokben yg lain, rasa masakan jg beda, seperti makanan sisa kemarin yg dihangatkan kembali, pelayanan di counter pemesanan untuk karyawan laki-lakinya jg terkesan asal2.","masakan irisan daging beda dgn hokben yg lain, masakan jg beda, makanan sisa kemarin yg dihangatkan kembali, pelayanan counter pemesanan karyawan laki-lakinya jg terkesan asal2.",0.0,0
Salah saru Hokben 24jam. Tempat strategis. Parkir dan tempatnya pun luas. …,salah saru hokben 24jam. strategis. parkir tempatnya luas. …,0.0,0
"Baru pertama kali kesini.. tempatnya luas, bersih dan nyaman Parkiran juga oke Kaget banget sama porsinya lumayan banyak dan bikin kenyang banget …","kali kesini.. tempatnya luas, bersih nyaman parkiran oke kaget banget porsinya lumayan bikin kenyang banget …",0.0,0
"Pelayanan lama banget..... Sistem baru yang tidak nyaman. Menunggu pesanan selesai lama banget. Meja juga kotor,tidak langsung dibersihkan. Karyawan tampak sibuk sendiri dan menjawab dengan ketus. Mendingan ke restoran keluarga yang disebelahnya aja deh lain kali....","pelayanan banget..... sistem nyaman. menunggu pesanan selesai banget. meja kotor,tidak langsung dibersihkan. karyawan sibuk ketus. mendingan restoran keluarga disebelahnya aja deh kali....",0.0,0
"Service buruk, drive thru nunggunya lama banget, suruh nunggu di parkiran udah sejam lebih, ternyata pas disamperin udah ada tapi gak di anter"" sama orangnya.","service buruk, drive thru nunggunya banget, suruh nunggu parkiran udah sejam lebih, pas disamperin udah gak anter"" orangnya.",0.0,0
Menunya lengkap Pelayanannya juga ramah Cm sekarang sudah tidak menyediakan tempat bermain anak,menunya lengkap pelayanannya ramah cm menyediakan bermain anak,0.0,0
"Tempatnya nyaman banget, parkiran luas. Recommended banget buat meeting, ngadain pesta ultah dan reuni :) cukup pesen makan 30rban minimal 20 org . 👌👌👌 makannya juga enak parahh …","tempatnya nyaman banget, parkiran luas. recommended banget meeting, ngadain pesta ultah reuni :) pesen makan 30rban minimal 20 org . 👌👌👌 makannya enak parahh …",0.5859,1
Tempat baru.. knp kok gag d bersihin setelah makan.. apa skarang peraturan baru yg makan naruh k tempat dapur..? Td awalnya maunya makan d tempat..lah kok mejanya kotor smwa..jd bongkos ae gwo moleh..bwa anak jd tdk nyaman..🤖🤖👍👍 …,baru.. knp gag d bersihin makan.. skarang peraturan yg makan naruh k dapur..? td maunya makan d tempat..lah mejanya kotor smwa..jd bongkos ae gwo moleh..bwa anak jd tdk nyaman..🤖🤖👍👍 …,-0.34,0
"Sudah lama tidak kesini, ternyata tempatnya berubah. Suasanya sangat nyaman, desainnya sangat homey sekali. Cocok untuk keluarga. Sayang tidak ada tempat bermain untuk anak.","kesini, tempatnya berubah. suasanya nyaman, desainnya homey sekali. cocok keluarga. sayang bermain anak.",0.0,0
Kalau Jumat sore sepi.... Enak buat makan sendirian. Hehehe,jumat sore sepi.... enak makan sendirian. hehehe,-0.3612,0
Parkir Mobil Cukup luas bs puluhan ada drive true juga Pemesanan bisa langsung di kasir sambil nunggu pesanan nanti di pangilan nomer kita trus makan …,parkir mobil luas bs puluhan drive true pemesanan langsung kasir nunggu pesanan pangilan nomer trus makan …,0.4215,1
Pelayanan cepat sebelum tutup Last order dilayani dengan maksimal Bisa santap hingga larut malam …,pelayanan cepat tutup last order dilayani maksimal santap larut malam …,0.0,0
"Tempat luas. Parkir motor mobil lega banget Slama pandemi, mainan anak tutup. Dan tdk ada daun bwg dlm sup.. …","luas. parkir motor mobil lega banget slama pandemi, mainan anak tutup. tdk daun bwg dlm sup.. …",0.0,0
"Tempat yg paling nyaman untuk makan 😊 Selain tempat nya yg bersih, makanan disini juga enak lo guys,, untuk tempat parkir nya juga termasuk luasss... …","yg nyaman makan 😊 nya yg bersih, makanan enak lo guys,, parkir nya luasss... …",0.0,0
Proses untuk driver ojol lamaaa sekali terutama gojek.,proses driver ojol lamaaa gojek.,0.0,0
Tempat luas nyaman parkir luas,luas nyaman parkir luas,0.0,0
"Tempatnya mudah dijangkau, taste masakannya enak.parkiran ada. Semoga setelah renovasi akan lebih nyaman","tempatnya mudah dijangkau, taste masakannya enak.parkiran ada. semoga renovasi nyaman",0.0,0
"Hokben fav di Sby setuap kali kepengen mkn ini. Letak tengah kota, parkir luas, meja makan jg byk. Tersedia indoor & outdoor. Pelayanan cepat & ramah. Setiap kesini jrg sekali sampai krodit terlalu penuh. Selalu msh tersedia tempat. Nice 👍 …","hokben fav sby setuap kali kepengen mkn ini. letak kota, parkir luas, meja makan jg byk. tersedia indoor & outdoor. pelayanan cepat & ramah. kesini jrg krodit penuh. msh tersedia tempat. nice 👍 …",0.7003,1
Mbak karyawan / kasirnya kalo ngomong kurang sopan terhadap saya masak saya dibilang (matamu ga ndelok ta mas),mbak karyawan / kasirnya kalo ngomong sopan masak dibilang (matamu ga ndelok ta mas),0.0,0
"Gorengan HokBen yang menjadi favorit saya, rasa ayam terasa dan empuk, scrabble telur nya juga enak. Layanan cepat, tepat dan ramah. …","gorengan hokben favorit saya, ayam empuk, scrabble telur nya enak. layanan cepat, ramah. …",0.0,0
"Nasi tidak pulen dan agak keras, chicken teriyaki rasanya pahit dan berbau seperti sudah lama, egg chicken roll ukurannya sangat kecil ini semua di bandingkan dengan outlet hokben yang lainnya. Terrible experience banget makan disini. Plusnya cuma tempatnya oke.","nasi pulen keras, chicken teriyaki pahit berbau lama, egg chicken roll ukurannya bandingkan outlet hokben lainnya. terrible experience banget makan disini. plusnya tempatnya oke.",-0.4767,0
"Kebetulan mampir hokben pas lebaran.. lumayan antri.. mungkin karena ramai, jadi agak kurang bersih ya, sisa tempat makan tidak langsung dibersihkan, jadi mau duduk harus bersihkan meja sendiri.. untuk rasa l, sipp lah, standar hokben","mampir hokben pas lebaran.. lumayan antri.. ramai, bersih ya, sisa makan langsung dibersihkan, duduk bersihkan meja sendiri.. l, sipp lah, standar hokben",0.0,0
"Rame banget, makanan nya enak tapi kebersihan perlu ditingkatkan terutama di mainan anaknya, sangat bauk dan kotor, apa lagi banyak pengunjung yang tidak lepas alas kaki nya saat masuk area bermain anak2, harap diperhatikan","rame banget, makanan nya enak kebersihan ditingkatkan mainan anaknya, bauk kotor, pengunjung lepas alas kaki nya masuk area bermain anak2, harap diperhatikan",-0.2732,0
"Hari minggu kemarin ke sana, AC mati, lampu juga beberapa kali mati, bungkus bawa pulang egg roll agak gosong tidak seperti biasamya, dan staff kewalahan karna ada acara birthday juga","minggu kemarin sana, ac mati, lampu kali mati, bungkus bawa pulang egg roll gosong biasamya, staff kewalahan karna acara birthday",0.0,0
"High chair nya ditambah dong, masa cuma nyediain 1. Jadi harus nunggu lama pengunjung lain selesai makan baru bisa naruh baby saya.","high chair nya ditambah dong, nyediain 1. nunggu pengunjung selesai makan naruh baby saya.",0.0,0
Resto tolol kaya gini kalo Gx niat buka di go biz matiin aplikasi lue atau delete aplikasi go biz ny ... 👎👎👎 …,resto tolol kaya gini kalo gx niat buka go biz matiin aplikasi lue delete aplikasi go biz ny ... 👎👎👎 …,0.0,0
"Enak g terlalu ramai, kesukaan anak2.","enak g ramai, kesukaan anak2.",0.0,0
"Jika mencari makanan jepang ala fastfood,disini tempatnya. Berbagai pilihan makanan dan minuman tersedia disini,ada ebi furai ,minuman es kacang merah,teh ocha,dll.parkir tersedia luas dan ada arena bermain anak sehingga dijamin membuat anak kecil betah.","mencari makanan jepang ala fastfood,disini tempatnya. pilihan makanan minuman tersedia disini,ada ebi furai ,minuman es kacang merah,teh ocha,dll.parkir tersedia luas arena bermain anak dijamin anak betah.",0.0,0
"Tempat yang bagus dan nyaman, makanan juga enak. Service dari pegawai juga bagus. Saya sudah beberapa kali kesini. Namun, ada beberapa point komplain dan saran dari saya berdasarkan pengalaman saya datang hari ini. …","bagus nyaman, makanan enak. service pegawai bagus. kali kesini. namun, point komplain saran berdasarkan pengalaman ini. …",0.0,0
"Udah kebiasa di cabang A. Yani, pas kesini lagi ordernya beda dg cara lama hahaaa Rasa tetap oke,lebih bnyak varian dan promo tiap bulannya. …","udah kebiasa cabang a. yani, pas kesini ordernya beda dg hahaaa oke,lebih bnyak varian promo bulannya. …",0.0,0
"Rasa mantaap, suasana jg tenang enak buat nongki2 ma temen2 & kluarga.. klo harga ya okelah...","mantaap, suasana jg tenang enak nongki2 ma temen2 & kluarga.. klo harga ya okelah...",0.0,0
"Please, kemarin beef yakinikunya paprika hijaunya sudah terlalu leleh, cuman tempatnya enak disini luas. Karena kurang puas hari ini ke hokben PTC alhamdulillah dapat beef yakiniku yg paprika dan bombaynya masih kriukkkk","please, kemarin beef yakinikunya paprika hijaunya leleh, cuman tempatnya enak luas. puas hokben ptc alhamdulillah beef yakiniku yg paprika bombaynya kriukkkk",0.3182,1
Salah satu tempat mkn favorit si kakak. Harga bersahabat trs rasa perpaduan jepang indonesia😄😄 …,salah mkn favorit si kakak. harga bersahabat trs perpaduan jepang indonesia😄😄 …,0.0,0
"Tempatnya asik, tidak terlalu rame juga, Pelayanan ramah dan cleaning service nya juga gerak cepat membersihkan mejanya sesaat setelah beberapa customer selesai makan,","tempatnya asik, rame juga, pelayanan ramah cleaning service nya gerak cepat membersihkan mejanya customer selesai makan,",0.0,0
"Maaf ternyata HokBen mahal juga ya,sy pesan antar chicken teriyaki kok dpt hy 6 potong kecil dg harga 33 rb apa memang ada perubahan jumlah dan volume ya","maaf hokben mahal ya,sy pesan chicken teriyaki dpt hy 6 potong dg harga 33 rb perubahan volume ya",0.0,0
"Hokben berdiri sendiri, dengan parkir yang lumayan. Sekarang ada tambahan menu Mie Ramen.","hokben berdiri sendiri, parkir lumayan. tambahan menu mie ramen.",0.0,0
"Pelayanan cukup lama. Pada kunjungan saat weekend (tidak ramai dan menu sudah ready), untuk pesanan siap saji membutuhkan pelayanan 20 menit, sedangkan menu ramen membutuhkan waktu …","pelayanan lama. kunjungan weekend (tidak ramai menu ready), pesanan saji membutuhkan pelayanan 20 menit, menu ramen membutuhkan …",0.0,0
Lagi renov jadi kursi terbatas. Jadi bungkus bawa pulang. Pelayanan ramah standar hokben. Parkir mobil atau motor luas dan banyak. Bisa drive thru. Mungkin abis renov jadi makin bagus.,renov kursi terbatas. bungkus bawa pulang. pelayanan ramah standar hokben. parkir mobil motor luas banyak. drive thru. abis renov bagus.,0.0,0
"Tempatnya sangat cozy, pelayanan juga baik, selalu suka makan di hokben 😋👍🏽 …","tempatnya cozy, pelayanan baik, suka makan hokben 😋👍🏽 …",0.0,0
Tempat cocok untuk menikmati makanan dan makanan yang selalu berinovasi,cocok menikmati makanan makanan berinovasi,0.0,0
Kalau lapar jangan makan di sini. Pelayanan nya lama sekali.,lapar makan sini. pelayanan nya sekali.,0.0,0
Tempat makan yang selalu ramai.. dan tempat parkir yg luas Dan nyaman,makan ramai.. parkir yg luas nyaman,0.0,0
"Menu set value sudah sangat cukup membuat saya kenyang dan selalu jadi satu""nya menu yg saya pesan disini, tapi bukan berarti menu yg lain tidak enak ya. Di sini tersedia berbagai menu set bento dengan varian harga standar siap saji. Untuk …","menu set value kenyang satu""nya menu yg pesan disini, menu yg enak ya. tersedia menu set bento varian harga standar saji. …",0.34,1
Resto hokben di sini tempatnya sangat luas. Bisa pilih didalam ruang atau diluar. Tempatnya juga asri banget. Menunya sepertinya menu hokben umumnya. Cocok untuk datang bersama keluarga atau mengadakan acara anak². Tempat parkirnya juga luas.,resto hokben tempatnya luas. pilih didalam ruang diluar. tempatnya asri banget. menunya menu hokben umumnya. cocok keluarga mengadakan acara anak². parkirnya luas.,0.0,0
"Makanan favorit, suasana nyaman. Parkiran luas. Ada area bermain anak.","makanan favorit, suasana nyaman. parkiran luas. area bermain anak.",0.0,0
Tempat favorit untuk makan masakan khas negeri Jepang. Tempatnya luas dan nyaman. Mudah dijangkau dan parkir sangat mudah. Untuk wahana mainan anak selama pandemi masih ditutup ya.,favorit makan masakan khas negeri jepang. tempatnya luas nyaman. mudah dijangkau parkir mudah. wahana mainan anak pandemi ditutup ya.,0.0,0
"Waduh ini makanan kesukaan kita, kenapa makin menurun kualitas nasi nya, yang saya tau dan rasakan nasi nya hokben itu terbaik karena beda dengan nasi yg dijual pada umumnya.. mohon di cek kembali ya sebagai bahan pertimbangan.. …","makanan kesukaan kita, menurun kualitas nasi nya, tau rasakan nasi nya hokben terbaik beda nasi yg dijual umumnya.. mohon cek ya bahan pertimbangan.. …",0.0,0
"Tempat makan cepat saji hoka bento, tempatnya luas, parkiran luas, nyaman ubtuk nongkrong, tersedia tempat duduk indoor dan outdoor, bisa jadi tempat nobar karna disediakan tv besar dan proyektor, biasa jadi tempat ulang tahun anak-anak juga.","makan cepat saji hoka bento, tempatnya luas, parkiran luas, nyaman ubtuk nongkrong, tersedia duduk indoor outdoor, nobar karna disediakan tv proyektor, ulang anak-anak juga.",0.0,0
"Tempatnya bagus, bersih. Makanannya juga enak. Mantap..","tempatnya bagus, bersih. makanannya enak. mantap..",0.0,0
"Protokol kesehatan saat pandemi sudah baik, pergantian shif karyawan sudah terjeda. Pelayanan untuk driver online dibedakan. …","protokol kesehatan pandemi baik, pergantian shif karyawan terjeda. pelayanan driver online dibedakan. …",0.0,0
Nice place cocok bawa anak2 bwt mainan smbl makan. Tmptny terang bersih,nice place cocok bawa anak2 bwt mainan smbl makan. tmptny terang bersih,0.4215,1
Makanannya enak dan banyak promo/cashback. Mantap pokoknya. Suka banget dengan kebersihannya.,makanannya enak promo/cashback. mantap pokoknya. suka banget kebersihannya.,0.0,0
"Tempat bagus, tapi masih renovasi masih kurang nyaman untuk sementara makan","bagus, renovasi nyaman makan",0.0,0
"Pelayanannya perlu di tingkatkan lagi, saat cust membayar dan ada trouble","pelayanannya tingkatkan lagi, cust membayar trouble",-0.4019,0
"JANGAN ORDER BUAT SAHUR Bulan Ramadhan di Resto ini!!!! BAru order sekali Udah Kapok, Order jam 2.46 selsei Sampe subuh jam 4.14, itu pun Mundur2 terus waktu antarnya, klo emang ga sanggup ya jangan Terima Orderan Online dong, Terlihat …","order sahur ramadhan resto ini!!!! order udah kapok, order jam 2.46 selsei sampe subuh jam 4.14, mundur2 antarnya, klo emang ga sanggup ya terima orderan online dong, …",0.0,0
Drive thru Jadi andalan saat anak2 malas makan The best,drive thru andalan anak2 malas makan the best,0.6369,1
More soup. More salads. Minumnya refill ambil sendiri dan ada tempat beramain anak. Buat mamak yg pengen pacaran sama bapak. Disini bisa ajak anaknya tanpa ganggu pacarannya.. Tapi tetep diawasi yaa 😂 …,more soup. more salads. minumnya refill ambil beramain anak. mamak yg pengen pacaran bapak. ajak anaknya ganggu pacarannya.. tetep diawasi yaa 😂 …,0.0,0
Nyaman bersih dan rasanya oke banget. Parkiran juga luas,nyaman bersih oke banget. parkiran luas,0.0,0
"Tempat nya lumayan luas, dekat dari gereja hky. Pelayanannya ramah👍pelanggan harus lebih aware jika hokben sekarang banyak yg self service. Saya kasihan dengan pelayan yg masih ikut bersih-bersih meja padahal hal itu merupakan tanggung jawab pelanggan juga …","nya lumayan luas, gereja hky. pelayanannya ramah👍pelanggan aware hokben yg self service. kasihan pelayan yg bersih-bersih meja tanggung pelanggan …",0.0,0
Sekarang sudah tidak ada playground/playhouse-nya lagi. Menu minum masih kurang pilihannya. …,playground/playhouse-nya lagi. menu minum pilihannya. …,0.0,0
Pelayananya sesuai dengan standarr kesehatan 👍 enak dan pelayananya pun sangat baik 👍👍👍 …,pelayananya sesuai standarr kesehatan 👍 enak pelayananya 👍👍👍 …,0.0,0
"Hokben paling nyaman di Surabaya. Parkir luas, tempatnya bersih dan dingin, rasa masakan paling enak dan stabil se Surabaya. Walaupun ramai masakan tetap enak. Pegawainya ramah.. Cuma sedikit lama penyajiannya, pernah juga tertukar waktu …","hokben nyaman surabaya. parkir luas, tempatnya bersih dingin, masakan enak stabil surabaya. ramai masakan enak. pegawainya ramah.. penyajiannya, tertukar …",0.0,0
"Tempat bagus, parkir luas, ada musholla juga... Play ground, top lah","bagus, parkir luas, musholla juga... play ground, top",0.4939,1
"Rasa keinginan mu akan makanan jepang ke jepangan ini tersedia 24jm bro, sangat ramah pelayanannya yg pasti lebih nyaman dari Hokben yang ada di mall - mall pada umumnya","mu makanan jepang jepangan tersedia 24jm bro, ramah pelayanannya yg nyaman hokben mall - mall",0.0,0
"Pelayanan hokben memuaskan, cepet banget, cuman masih renov, jadi agak berantakan aja, tapi its oke untuk peningkatan lebih baik yaaa..","pelayanan hokben memuaskan, cepet banget, cuman renov, berantakan aja, its oke peningkatan yaaa..",0.0,0
"Protokol kesehatan diterapkan dengan baik di Hokben Polisi Istimewa ini, untuk dine-in hanya ada tempat duduk outdoor dengan maksimal 30 menit waktu makan.","protokol kesehatan diterapkan hokben polisi istimewa ini, dine-in duduk outdoor maksimal 30 menit makan.",0.0,0
